Gesture,Thumb_TIP_MCP,Thumb_TIP_Wrist,Index_TIP_MCP,Index_TIP_Wrist,Middle_TIP_MCP,Middle_TIP_Wrist,Ring_TIP_MCP,Ring_TIP_Wrist,Pinky_TIP_MCP,Pinky_TIP_Wrist
open,0.12100056423396607,0.2313854351201312,0.2637421621094732,0.5554149145700423,0.30696531471819805,0.6057740805634264,0.16930306572768256,0.16282522776657463,0.15251256431614177,0.13725817623633252
open,0.11658328482006851,0.23800465233652865,0.29513790374847637,0.6496648664906836,0.3169972475758035,0.6764368245057801,0.22280691580046358,0.16796792423543036,0.20351037092092863,0.14182152087012012
open,0.15337248334880774,0.25109501618966945,0.32400380830364717,0.6882028697024503,0.3246516879081267,0.707534905315537,0.30938780925296033,0.1650426526353974,0.27609330767175105,0.15245360621409576
open,0.1827452705318111,0.3226138449709628,0.3721983385547163,0.7955975056810821,0.4270302009022761,0.8432323465848418,0.2167290918842324,0.21410223911851112,0.1912058850062773,0.17969633651722333
open,0.16813025461296527,0.3321412047120818,0.37519106068433866,0.7930577721958358,0.4444804050435469,0.8667162448999514,0.20005856008208936,0.25650601849053967,0.21451707363427633,0.19214102199302835
open,0.19107652494592522,0.32764779793369714,0.35252136798126954,0.7423223776407546,0.42187701205004136,0.8216081944056504,0.1864794484232424,0.24903139819274617,0.18186539091481438,0.20008735975611575
open,0.20503824718684668,0.3242246729496091,0.3117406975864639,0.6518120636843209,0.3801452997586874,0.7303809027279023,0.12358151773196882,0.25205387800417356,0.102621266746852,0.22606445980582593
open,0.2256871167502397,0.34722376227165375,0.2833206296360929,0.6049630186307643,0.3550043185330969,0.6844723221202702,0.1337034315761991,0.22452155802736343,0.11682195963419567,0.20028028899397007
open,0.21640312828698,0.3174316509872318,0.25935352435755865,0.5567193446913427,0.3189654799436672,0.6182470333874648,0.12076989952985144,0.21096657938428595,0.10093315409822852,0.19532727829676577
open,0.18793071485667634,0.2769441762475261,0.24671655715255916,0.531195138036571,0.2853161829237098,0.5656675465135675,0.11146820395909174,0.200995161742789,0.09127021632584405,0.19122136723022778
open,0.17621905416397837,0.26634644632389487,0.23471576642374314,0.5213567617695328,0.2646985258376129,0.5397295886411415,0.10379890672211423,0.19022397953921066,0.0773626027051503,0.17992612505979985
open,0.14494203822827348,0.2198020909694504,0.22379074147744982,0.5086833351443577,0.23278928290266276,0.4950695967022684,0.12282799587362048,0.15733735005378227,0.09044120814583963,0.15364268047630375
open,0.12122567374144884,0.20756570191160145,0.24100110504584005,0.5245861853568027,0.2291238571831387,0.48739257965567595,0.12021572305910858,0.14135511248555854,0.0886599171087694,0.1326990998030399
open,0.09810552605541614,0.27625466464987786,0.2524760099214448,0.5542400528902194,0.24068242612359012,0.5171634333854529,0.1465380973088055,0.16546490920576354,0.13571745759193915,0.11702660397723769
open,0.19233067458655795,0.4134806945983701,0.40481538678402906,0.7682159638165323,0.4562784379272198,0.8091486815285304,0.0242429902462221,0.32137032716176556,0.059387250052565954,0.25914081135166683
open,0.23920123940303353,0.48042890643728603,0.4670398580102941,0.7993706067045449,0.549163141540188,0.828648978340436,0.1348694128393956,0.38884383022663654,0.08026963815403185,0.28670776842058976
open,0.1415804996374677,0.2718059118344667,0.33509422354486296,0.7067290747593141,0.3677077363693441,0.7514112293359035,0.2555701875195046,0.17553087681368473,0.21159569337129092,0.15454981206060894
open,0.1725394435570856,0.28325992962234414,0.3400493594041124,0.704668306444073,0.4010304553875271,0.7703333607231472,0.20201531036073408,0.19527310292204528,0.16903918035804896,0.17107314128193263
open,0.13215706671040742,0.307118454930183,0.346580273225876,0.7184527735426031,0.39631607810370745,0.7854627627909144,0.2557325436530144,0.24108520633761651,0.23985835999464145,0.17849769679121671
open,0.18112182233426535,0.4250707728322901,0.34416010808298836,0.742872655982754,0.3864500936420669,0.7638257771476878,0.28291395556848303,0.2863744819959764,0.2257279870569903,0.21737897755975427
open,0.21291881293940607,0.3199260919385992,0.3216942794466145,0.6586325492064196,0.3823217484254372,0.7367466392201495,0.1653992804310739,0.219606778858481,0.14093160901555649,0.19665779720940557
open,0.22510070242032965,0.3282416111358871,0.31249921284586096,0.5153845658531937,0.4397784022870064,0.6860463370332109,0.19719211490993155,0.239803726458101,0.17546828427045963,0.21908299348261143
open,0.16092934484534585,0.26554277994428355,0.29899462401135046,0.6465422089634125,0.35456108047691154,0.7053437817672294,0.16491735127714965,0.20205774087144204,0.14642489418084045,0.1726200458670844
open,0.16058961488218043,0.3158690634700518,0.3293299972030635,0.6969863780380472,0.3653250975708075,0.7430142284122595,0.21355772481906546,0.19539916957042994,0.18399980964852722,0.17310040551984568
open,0.1727994261148111,0.33843051611947983,0.3961889772306232,0.8557025282667234,0.43445846256094967,0.9141932740784603,0.33828121492379276,0.2060812209791733,0.2741792860060689,0.19397904955415438
open,0.17645470744517422,0.4084103505969351,0.4341897632564478,0.894136507023576,0.46995312467651157,0.9348961395466147,0.32385818241002695,0.2716980851740541,0.25757845714587246,0.20816408843602682
open,0.1442128787028016,0.2897350244582279,0.3019301400820465,0.696947973332786,0.3373674724483608,0.7637165470574216,0.338720938539609,0.16370526226824544,0.276427616319138,0.15809103061002877
open,0.14540344271683162,0.3714750501797302,0.36847592420547354,0.789875131778666,0.4164677557109286,0.8440704371790453,0.3190278740084845,0.2651363781042364,0.23840810950564661,0.19283133504331765
open,0.17725992717024325,0.42929234056862925,0.37313116823849024,0.8042051797128692,0.42223105160575924,0.833356623178657,0.3364198825171285,0.305455355620462,0.24603932377035861,0.20889397549189168
